ID,VD4020,VD4035
74438,1300,40
74454,2800,40
74455,2500,40
74456,1320,40
74462,1500,40
74465,1320,40
74466,1600,40
74467,1320,40
74468,2500,0
74469,1320,40
74470,800,40
74472,1500,40
74473,1500,40
74474,800,40
74475,600,20
74477,800,30
74478,800,30
74480,1800,40
74481,1320,40
74483,300,30
74484,200,20
74485,400,20
74486,300,20
74487,600,20
74488,400,20
74489,500,20
74490,200,20
74494,600,30
74495,1320,40
74503,600,30
74508,200,20
74509,200,20
74510,150,20
74511,400,20
74517,1800,40
74518,1000,40
74522,1000,40
74524,400,20
74525,300,20
74526,200,20
74529,300,20
74530,300,20
74531,300,20
74532,1000,30
74534,1320,24
74536,600,24
74538,1320,44
74542,1200,50
74547,1000,50
74557,80,20
74558,500,26
74559,500,26
74562,800,36
74563,180,20
74567,2000,30
74568,1500,46
74571,2800,44
74572,2800,30
74574,1320,48
74575,1320,44
74577,0,44
74580,200,20
74582,600,44
74585,300,20
74597,300,40
74601,700,40
74604,350,20
74614,300,40
74618,300,40
74619,1320,40
74626,650,40
74633,400,40
74636,35,10
74637,400,44
74641,300,5
74642,800,40
74643,300,20
74647,6400,40
74651,1320,48
74653,600,25
74654,2500,48
74656,600,9
74659,180,20
74660,600,30
74664,300,56
74670,600,40
74675,1200,40
74676,1320,48
74679,0,0
74684,1500,48
74691,800,0
74696,400,24
74704,1000,40
74705,650,50
74710,1300,66
74720,320,24
74727,2000,40
74728,300,20
74738,600,44
74741,500,12
74742,80,1
74754,700,48
74755,600,40
74760,1300,40
74765,600,20
74770,1320,20
74771,600,40
74772,180,10
74776,1320,20
74781,500,20
74782,800,40
74785,1320,40
74786,400,40
74791,1320,20
74793,150,20
74798,2000,40
74799,2000,40
74803,800,30
74807,1200,30
74815,3500,40
74819,2600,40
74820,1800,40
74826,1700,0
74827,2000,50
74832,2200,40
74833,1200,40
74834,2000,40
74835,2000,40
74842,400,10
74845,1320,40
74846,1320,40
74855,200,20
74869,70,0
74870,250,40
74871,400,40
74875,200,25
74877,700,20
74879,1320,18
74880,5000,8
74884,1500,40
74885,1320,40
74889,4000,12
74890,2000,24
74891,1320,40
74892,500,40
74896,1320,40
74898,50,10
74899,1320,25
74900,100,45
74901,3000,24
74902,6000,45
74904,185,45
74906,50,10
74907,160,15
74908,160,15
74909,350,18
74914,1800,44
74915,0,0
74919,1700,40
74921,800,20
74922,400,0
74925,650,40
74926,1320,40
74933,1320,40
74937,340,0
74942,2000,48
74943,1350,40
74949,600,40
74952,250,40
74953,250,40
74954,250,40
74955,4000,44
74957,1320,48
74964,240,32
74967,600,36
74968,600,32
74971,2500,24
74973,2600,48
74974,300,16
74978,100,10
74986,200,15
74987,300,15
74991,850,26
74992,1000,45
74993,1100,44
74994,300,30
74995,1320,44
74998,1200,40
75001,300,32
75006,500,20
75009,2000,44
75013,1800,77
75015,1320,56
75017,700,20
75018,1320,40
75019,600,20
75022,4800,3
75026,116,22
75031,500,20
75036,100,70
75039,0,5
75040,0,4
75056,300,42
75057,600,20
75060,600,8
75067,5550,40
75074,6000,40
75075,1320,72
75088,1400,44
75096,0,16
75104,2000,40
75105,4000,40
75107,1320,40
75110,800,30
75111,200,10
75114,3200,30
75115,3200,30
75116,1320,30
75117,3000,40
75119,500,40
75122,1500,40
75123,1500,65
75124,1500,65
75127,3000,40
75128,1400,44
75132,750,40
75133,500,30
75134,400,30
75135,4000,40
75137,1500,30
75138,1320,40
75140,1320,44
75141,1320,44
75142,600,20
75145,1320,40
75148,1000,40
75149,500,25
75150,500,25
75153,5000,30
75156,2200,36
75159,1500,40
75163,2000,48
75164,2100,48
75168,2500,48
75176,800,24
75180,0,30
75183,800,40
75187,200,24
75193,800,40
75194,150,24
75195,3240,55
75211,120,16
75215,800,25
75216,600,30
75219,0,48
75229,300,40
75247,1320,30
75248,400,40
75259,800,40
75263,300,40
75272,0,40
75275,500,40
75297,350,25
75303,1000,20
75306,200,10
75308,500,0
75311,300,0
75324,900,25
75332,2600,40
75333,1320,40
75337,1800,44
75340,4500,44
75342,2300,44
75345,2000,44
75346,2300,30
75347,2300,44
75350,2800,48
75353,5000,10
75356,1300,44
75362,6000,48
75366,1000,44
75367,3200,48
75368,500,36
75371,1500,44
75372,2000,22
75374,800,30
75375,100,22
75376,100,22
75377,1320,6
75378,1320,36
75379,500,44
75382,1500,60
75383,1500,60
75386,700,30
75387,600,32
75388,500,28
75389,400,22
75390,1500,44
75392,1000,40
75396,500,60
75399,0,30
75406,0,30
75415,600,40
75416,600,40
75420,1000,40
75421,30,40
75424,1320,40
75425,1320,40
75427,1560,40
75429,1600,40
75430,1320,20
75433,1320,40
75435,500,40
75440,200,36
75443,600,48
75445,0,36
75447,500,40
75449,800,50
75450,0,48
75460,500,40
75474,600,48
75476,1320,32
75480,150,20
75484,600,15
75487,1000,48
75488,800,40
75489,800,36
75499,600,30
75501,600,30
75515,0,8
75522,1000,30
75523,1000,30
75528,400,20
75529,1320,44
75530,800,40
75531,800,40
75535,1320,25
75537,1320,40
75539,1500,40
75540,1320,40
75542,1320,20
75543,300,10
75544,2500,40
75545,600,30
75547,1500,40
75550,300,16
75552,960,30
75554,960,30
75557,2500,40
75558,2600,20
75562,1076,30
75565,150,6
75578,200,40
75580,800,40
75592,2800,44
75595,2300,40
75596,1320,30
75597,1500,36
75598,1500,36
75599,350,4
75600,1600,44
75603,7000,50
75604,2500,20
75606,800,20
75607,1500,14
75608,5000,30
75609,7000,40
75610,3000,44
75613,3500,44
75614,1200,20
75617,1320,20
75618,1320,35
75622,1320,56
75624,5000,44
75625,5000,44
75628,1320,20
75629,800,20
75632,250,30
75646,300,18
75647,600,30
75649,1320,20
75650,800,40
75653,200,40
75654,200,40
75660,850,20
75661,300,20
75663,200,20
75677,150,35
75678,220,20
75680,0,20
75681,0,20
75683,250,40
75684,150,20
75685,150,20
75686,900,25
75687,900,25
75689,200,30
75690,1500,40
75700,1320,40
75702,2000,40
75706,150,20
75709,800,25
75717,300,20
75718,300,30
75720,60,8
75724,2640,20
75725,1320,90
75726,400,10
75729,0,8
75732,200,40
75736,1000,40
75743,150,20
75746,6700,40
75747,10100,60
75748,1800,40
75750,400,30
75753,900,40
75758,1500,40
75759,1700,36
75764,1320,40
75766,800,24
75768,1320,20
75774,800,40
75776,250,20
75777,500,30
75778,250,20
75782,500,20
75787,350,20
75791,1320,40
75793,300,20
75804,600,40
75815,200,20
75817,7000,40
75818,4000,30
75823,1500,20
75827,1500,44
75831,2800,40
75832,2300,40
75835,2000,30
75837,1500,44
75840,700,15
75841,1400,44
75860,700,48
75863,3000,42
75864,800,20
75867,360,10
75870,1100,40
75871,1320,40
75878,300,30
75883,1200,40
75886,320,35
75888,1320,40
75894,150,40
75897,1320,44
75901,600,35
75906,1320,40
75907,500,40
75908,1320,40
75909,600,50
75910,1200,40
75911,500,40
75916,1320,44
75917,5000,40
75918,600,32
75919,1320,20
75921,1320,54
75922,1400,0
75923,1600,40
75928,600,40
75929,600,40
75931,200,10
75934,600,30
75935,1000,40
75936,1300,36
75937,2600,36
75939,820,28
75941,3000,20
75942,2000,30
75944,500,20
75945,960,48
75950,2600,20
75952,800,40
75953,600,10
75956,1200,48
75957,700,58
75958,700,58
75961,1320,20
75962,1500,48
75966,600,40
75970,1500,48
75973,1800,48
75976,300,20
75986,600,40
75987,300,40
76003,100,30
76006,2375,40
76008,200,40
76009,1320,20
76016,200,20
76020,5000,40
76021,1320,40
76024,800,24
76025,300,40
76028,800,24
76035,1320,40
76037,2000,30
76039,10000,40
76040,2000,10
76042,2000,30
76043,1500,40
76047,1560,16
76050,3000,48
76052,1000,48
76054,1000,48
76055,200,22
76061,2640,40
76062,1320,40
76065,141,48
76068,2403,55
76070,216,48
76071,1620,56
76082,1000,44
76085,4000,50
76086,2600,40
76088,1488,25
76090,2000,40
76091,1320,40
76093,3000,44
76094,3000,44
76097,2700,40
76099,7000,50
76102,1320,44
76104,1000,44
76105,150,20
76106,1320,44
76116,100,20
76117,1320,44
76121,1500,44
76122,300,20
76123,1320,40
76127,680,30
76131,200,30
76132,1320,44
76137,1320,40
76138,700,40
76139,1320,40
76141,600,20
76142,700,40
76143,400,24
76146,1320,44
76147,600,36
76148,950,50
76149,375,15
76153,4991,30
76155,350,35
76157,100,30
76158,650,40
76159,300,20
76160,1320,40
76161,1320,20
76165,200,25
76170,1375,50
76171,900,40
76172,1800,40
76173,300,10
76174,300,15
76178,375,30
76182,1525,70
76189,300,28
76202,600,20
76207,600,30
76208,200,25
76213,1000,28
76214,1320,25
76217,500,35
76220,650,30
76224,400,20
76228,1320,25
76231,1300,40
76232,300,0
76234,600,30
76235,2500,40
76236,200,10
76237,0,12
76238,0,12
76243,1320,44
76245,400,15
76246,600,40
76248,1320,44
76249,1320,44
76251,1320,44
76252,5000,0
76253,5000,0
76255,5000,30
76256,1320,30
76258,1320,40
76261,0,20
76262,5000,40
76263,3100,40
76266,150,30
76267,1200,40
76278,500,30
76279,1320,44
76282,600,15
76283,1100,28
76285,1320,48
76286,800,24
76287,1320,48
76289,800,44
76292,1320,44
76295,13000,62
76297,800,30
76304,500,20
76305,1000,48
76308,1320,48
76309,1320,40
76310,1320,40
76311,1320,48
76313,2000,48
76314,2000,48
76320,800,48
76321,1320,48
76322,300,20
76323,1320,44
76327,1320,48
76328,1320,44
76345,1400,44
76346,1700,40
76355,250,20
76360,400,20
76374,600,25
76375,1320,40
76383,400,40
76385,1320,40
76387,1200,30
76389,1320,40
76393,1320,20
76394,200,12
76397,3500,40
76399,1320,40
76404,1320,40
76408,1320,40
76409,800,40
76412,2000,40
76413,2000,40
76414,2000,30
76417,4000,40
76419,1320,40
76421,50,20
76422,2000,24
76423,1900,45
76425,600,30
76426,1000,10
76429,7600,50
76430,3800,25
76431,1600,25
76433,1500,15
76434,750,15
76435,1320,44
76436,300,30
76438,3500,40
76439,1320,30
76445,1320,24
76446,300,40
76449,1320,20
76450,580,21
76454,1800,66
76455,2500,30
76456,1000,44
76458,1300,44
76462,2500,84
76463,1320,45
76464,1320,20
76466,1320,45
76467,1800,20
76470,4500,45
76475,800,45
76476,1500,81
76478,1320,44
76484,128,7
76485,400,20
76493,90,30
76499,100,16
76505,1320,40
76506,1320,40
76516,400,20
76525,300,28
76526,1320,44
76527,2000,44
76532,2500,40
76536,250,30
76542,1320,20
76549,1600,20
76550,1500,44
76554,400,10
76557,1250,20
76561,900,40
76564,10000,20
76565,2000,20
76566,800,40
76568,1320,45
76570,300,30
76574,1320,44
76583,500,44
76596,250,24
76597,400,36
76602,1320,35
76605,1400,44
76608,1320,36
76610,1600,52
76611,60,30
76613,2600,40
76614,1500,50
76617,1500,44
76618,2500,50
76620,1450,40
76621,1450,40
76623,1320,36
76624,1320,44
76628,1500,36
76629,1320,24
76630,1500,40
76631,700,12
76632,1500,40
76635,1320,40
76636,2500,35
76642,650,20
76643,5000,40
76646,1320,35
76652,1320,40
76655,1320,40
76656,1000,40
76662,400,45
76667,800,40
76681,0,25
76682,1320,20
76683,1500,20
76685,1320,30
76688,7000,40
76693,1320,25
76694,1320,40
76695,1320,40
76703,1400,50
76707,600,20
76708,500,30
76712,1320,40
76714,1320,40
76717,10000,40
76718,5000,24
76730,400,30
76741,1400,30
76746,45000,48
76747,3000,40
76749,45000,48
76753,1320,25
76763,3000,25
76772,2400,25
76775,1000,30
76777,500,25
76778,900,30
76791,1000,20
76793,200,16
76795,0,30
76798,250,14
76799,0,24
76802,2000,20
76804,600,40
76806,300,20
76807,400,20
76808,350,20
76809,100,20
76810,100,20
76812,1320,44
76816,4500,20
76818,700,40
76819,5000,20
76820,1320,30
76821,0,20
76822,0,40
76825,12800,28
76828,1320,44
76829,1320,44
76830,1000,53
76831,2500,47
76832,0,24
76838,300,20
76841,400,20
76842,500,9
76843,1000,1
76844,150,28
76847,900,40
76848,1300,40
76852,300,20
76853,0,0
76856,1900,36
76857,235,20
76861,2460,20
76862,4116,56
76863,1320,49
76866,1700,54
76868,1600,25
76869,1320,40
76872,1320,44
76876,1320,40
76877,2000,44
76878,1320,44
76879,1320,44
76881,1600,40
76882,4000,44
76883,4000,44
76884,2000,40
76885,1320,20
76889,3000,40
76890,18000,40
76899,1300,22
76900,2640,40
76906,1500,20
76907,1320,12
76908,800,44
76909,1320,44
76911,400,30
76916,1500,69
76925,1320,20
76926,500,20
76928,800,50
76931,2000,48
76932,1320,40
76934,900,50
76937,5000,32
76941,1320,40
76943,650,25
76946,2500,44
76947,2000,44
76950,500,50
76951,1000,40
76955,2000,44
76956,900,44
76957,1000,44
76958,800,30
76959,1400,48
76963,1500,44
76969,1600,24
76974,1000,40
76975,600,44
76979,700,40
76980,1000,44
76986,1000,40
76993,1200,40
76999,500,40
77003,1320,44
77004,500,30
77005,2000,44
77010,600,40
77012,1000,40
77013,3000,40
77020,1320,44
77022,1500,44
77023,350,40
77026,500,44
77028,900,40
77031,1320,40
77033,620,20
77034,1320,44
77038,1320,25
77042,400,40
77045,400,44
77046,1500,44
77050,660,20
77051,400,20
77056,900,40
77057,1500,40
77061,250,20
77063,700,40
77065,500,40
77069,3300,40
77073,1500,40
77077,1600,20
77078,3600,44
77079,1320,40
77080,860,22
77085,1320,50
77087,300,30
77090,200,20
77093,600,20
77095,400,20
77097,400,40
77099,900,44
77104,500,20
77106,3000,40
77114,1000,40
77119,8000,40
77126,200,30
77127,100,30
77128,0,25
77130,330,25
77133,400,44
77135,13500,60
77137,700,30
77138,400,20
77142,500,40
77151,400,20
77152,300,30
77156,1200,35
77159,4600,40
77163,1320,10
77164,1320,40
77168,2500,20
77169,1600,36
77172,2300,40
77179,100,15
77185,800,30
77188,1600,45
77192,0,40
77197,0,40
77198,1320,44
77200,600,20
77201,800,44
77205,0,30
77210,1500,24
77211,1000,20
77216,5000,15
77217,1320,20
77218,2320,24
77222,2000,44
77225,10000,50
77226,3000,48
77227,0,20
77228,0,20
77229,0,20
77230,0,20
77243,0,20
77246,0,20
77253,0,20
77257,0,20
77258,0,16
77259,0,20
77260,0,20
77261,0,20
77262,0,20
77265,0,16
77271,0,20
77272,0,20
77273,1320,40
77282,300,40
77283,150,40
77284,150,40
77287,0,40
77288,0,16
77289,0,20
77293,0,40
77297,300,10
77298,500,30
77299,150,10
77300,1320,40
77301,1320,20
77302,300,20
77305,300,20
77313,300,20
77318,400,24
77319,300,20
77322,600,25
77328,3000,40
77329,500,20
77331,1320,48
77332,2640,40
77336,500,20
77337,1302,40
77341,1500,40
77355,1320,40
77356,5280,40
77360,900,48
77364,1000,30
77368,800,40
77371,0,40
77378,1320,0
77380,1320,20
77383,4500,40
77385,400,20
77388,200,70
77389,200,35
77393,350,40
77395,450,18
77423,350,20
77424,350,20
77449,600,20
77455,120,8
77456,0,30
77458,500,40
77460,400,44
77467,1320,40
77492,1320,40
77508,150,30
77515,1320,20
77516,1320,40
77519,4000,50
77520,700,20
77523,1800,50
77524,800,50
77525,1320,60
77526,1320,90
77527,1200,40
77528,500,40
77529,1320,40
77530,1320,45
77531,600,40
77532,500,20
77533,1500,40
77535,0,0
77536,2300,35
77537,1320,20
77538,3500,40
77539,1320,38
77548,1300,32
77551,1600,70
77585,2000,48
77586,180,30
77587,600,44
77588,2000,44
77592,500,24
77597,300,40
77601,1400,40
77603,300,30
77606,4000,44
77607,3000,40
77609,300,10
77612,450,30
77615,0,48
77616,100,40
77619,80,20
77620,80,15
77622,600,36
77624,50,12
77628,1500,48
77633,600,35
77635,200,20
77642,3800,70
77649,1320,36
77656,120,10
77657,1320,48
77660,350,30
77661,300,16
77663,300,20
77664,200,20
77667,500,25
77674,250,25
77676,1320,40
77679,500,25
77686,500,46
77688,300,44
77696,650,36
77698,1500,40
77699,1320,44
77702,2600,44
77703,600,44
77705,1320,44
77714,1320,40
77715,600,40
77718,600,40
77719,2700,40
77722,1500,40
77723,1320,40
77724,700,40
77725,300,40
77726,600,40
77727,1320,40
77728,1320,40
77732,1320,40
77737,500,36
77738,3000,48
77742,1320,40
77743,1500,40
77747,3000,79
77749,700,30
77751,200,30
77753,1320,40
77754,1320,40
77758,1500,40
77760,2000,40
77763,1320,48
77764,850,40
77765,2500,44
77769,300,40
77773,2500,44
77778,1000,30
77780,6600,40
77781,1320,20
77782,1320,55
77783,1400,45
77784,1400,45
77785,1200,36
77788,800,20
77794,250,54
77797,3500,35
77809,214,44
77812,1900,52
77822,3462,40
77827,600,36
77836,800,36
77842,400,20
77843,1800,45
77844,1000,50
77850,2000,44
77853,1800,44
77856,3500,50
77858,0,52
77860,1498,34
77861,1320,40
77862,700,36
77863,1320,40
77865,1320,40
77866,1320,44
77867,1320,44
77873,200,20
77874,500,30
77876,1320,40
77877,2800,40
77882,1320,40
77883,1320,0
77886,1320,20
77888,4000,30
77889,3000,44
77890,1320,30
77892,800,44
77897,2500,12
77902,350,20
77906,300,24
77909,300,20
77910,150,10
77911,1320,12
77915,300,20
77917,600,48
77923,300,25
77929,2600,8
77931,1320,48
77942,90,44
77943,80,40
77945,900,42
77948,1320,50
77955,300,30
77962,400,20
77964,400,30
77965,400,30
77969,300,40
77973,1320,36
77976,500,30
77980,600,44
77983,500,44
77987,2640,40
77988,1320,48
77994,1500,30
78000,550,30
78001,100,6
78005,1600,30
78009,180,40
78010,400,20
78011,0,0
78019,200,25
78021,700,40
78024,100,10
78025,1600,40
78026,600,25
78027,0,20
78031,0,8
78032,0,20
78033,0,20
78040,1800,20
78042,0,20
78043,1320,40
78046,600,20
78047,300,20
78048,300,0
78049,300,20
78050,300,20
78066,600,30
78073,1300,54
78074,1320,0
78082,1902,40
78089,7800,30
78090,8000,48
78091,5700,40
78092,3500,40
78093,540,30
78094,1750,48
78095,1320,48
78096,3400,48
78098,1320,44
78099,1320,44
78103,1550,48
78104,1400,48
78105,3200,46
78110,2700,38
78111,2700,38
78114,7500,24
78118,3000,44
78120,0,25
78121,1320,40
78122,1320,45
78123,1320,43
78124,1320,50
78127,1000,40
78128,1500,40
78129,800,35
78131,3000,50
78132,2000,40
78138,1320,48
78141,2000,40
78142,3000,40
78150,2000,40
78152,1800,40
78158,1320,44
78159,1320,44
78162,1400,44
78165,1320,40
78166,1320,40
78168,700,40
78169,1320,40
78172,800,40
78173,1200,40
78174,1320,44
78177,1320,44
78179,800,48
78181,3000,44
78186,850,40
78193,1320,30
78194,1320,30
78196,0,50
78197,1500,44
78201,1400,44
78202,850,44
78206,1320,40
78208,2500,40
78209,400,40
78210,500,40
78212,250,20
78216,400,50
78222,100,20
78223,150,30
78224,200,40
78225,800,40
78228,600,21
78229,300,20
78232,2800,40
78233,1320,44
78237,1200,30
78240,1320,24
78249,200,40
78251,200,40
78252,200,40
78262,1000,40
78276,12900,40
78277,3600,48
78278,1200,16
78286,2400,32
78294,1320,40
78299,560,16
78302,200,15
78304,1200,24
78305,300,7
78307,2000,40
78310,1320,20
78316,1260,36
78317,2000,44
78319,1500,40
78324,2000,60
78325,2000,60
78326,200,50
78332,2349,44
78336,1500,50
78339,1320,44
78340,2000,48
78341,2000,48
78342,1000,20
78343,2500,20
78347,1320,40
78348,500,44
78353,1320,44
78356,120,16
78361,5000,30
78362,2500,40
78366,2800,40
78367,700,40
78368,1320,40
78370,1320,24
78373,600,40
78376,1320,40
78377,1320,40
78381,4200,48
78383,3000,24
78384,1320,40
78385,1320,40
78389,1600,44
78394,1320,30
78402,9000,30
78404,1320,40
78407,2300,24
78408,2300,44
78409,600,20
78411,1320,40
78412,1320,40
78416,1320,44
78420,500,40
78422,1320,40
78426,3500,40
78427,3000,40
78433,350,30
78439,1320,20
78443,1320,36
78449,1200,48
78450,5000,8
78452,1320,40
78456,600,30
78457,1000,40
78458,700,20
78460,300,12
78464,2000,50
78467,500,35
78470,2000,40
78476,500,40
78488,650,40
78489,600,20
78490,200,18
78495,400,44
78504,800,45
78505,1320,42
78506,600,48
78510,250,25
78516,250,50
78517,250,60
78519,1320,40
78521,1200,20
78522,1200,20
78532,200,10
78535,120,16
78536,0,1
78557,1300,40
78562,600,40
78564,1500,40
78565,1320,40
78567,450,30
78571,2000,44
78578,1320,40
78579,300,40
78580,900,20
78581,350,10
78583,800,20
78592,600,20
78598,600,30
78599,300,20
78605,800,20
78606,600,20
78609,2100,40
78610,1320,20
78612,0,30
78618,1320,30
78620,1320,40
78621,400,40
78623,1320,40
78627,500,25
78628,1320,40
78631,1320,40
78632,1320,40
78635,7500,56
78636,2400,20
78641,1320,40
78649,300,6
78654,1320,40
78655,2000,44
78658,1522,40
78659,1500,40
78661,4000,40
78662,2000,40
78667,1400,48
78668,2000,40
78670,1500,54
78672,1320,30
78675,450,50
78677,900,48
78681,500,35
78685,150,35
78688,2600,52
78689,1320,30
78691,1320,52
78692,1300,16
78693,1320,44
78694,1320,40
78696,2500,44
78699,600,20
78700,1320,52
78701,1320,44
78702,1320,44
78705,2800,44
78706,3800,44
78709,2000,44
78711,350,14
78713,500,20
78714,1320,44
78718,2000,40
78719,2100,44
78721,2500,50
78727,1320,0
78728,1320,44
78730,500,24
78733,4000,44
78734,3500,44
78736,1900,44
78737,1500,30
78738,3000,30
78739,2040,36
78742,5000,32
78747,8000,0
78751,1320,40
78752,1600,40
78753,1360,32
78754,1360,48
78755,1360,48
78770,600,42
78771,280,16
78772,350,0
78777,1000,46
78783,2600,40
78787,600,32
78789,200,10
78794,2620,30
78795,3150,44
78796,1320,44
78797,1320,44
78798,1320,44
78800,1320,44
78802,2640,44
78805,4000,12
78807,4000,44
78808,1320,22
78809,3100,46
78810,2200,30
78811,2500,8
78812,3000,8
78817,1320,44
78818,1850,36
78819,1320,44
78823,100,40
78826,200,40
78828,300,40
78829,350,40
78832,0,40
78834,500,40
78835,500,40
78836,650,0
78839,1320,30
78844,3000,30
78845,1320,40
78850,3500,30
78851,1320,40
78856,1400,45
78857,2500,30
78860,500,25
78861,1320,20
78862,300,1
78864,1500,30
78870,0,16
78878,200,8
78879,3300,7
78880,500,24
78883,0,8
78892,400,16
78903,300,5
78905,2000,40
78906,2000,35
78910,1320,40
78912,800,10
78918,20000,48
78920,120,24
78922,400,3
78923,500,40
78927,600,40
78930,1000,40
78931,900,60
78937,500,44
78938,1320,20
78940,1320,20
78941,1320,20
78943,3500,40
78944,3500,40
78946,2640,44
78947,300,48
78949,600,14
78951,9000,90
78952,1300,44
78954,8000,30
78955,1800,36
78958,2000,44
78961,1000,50
78962,1000,50
78965,3500,76
78966,1000,40
78967,2500,32
78972,1320,48
78975,2500,40
78976,1320,40
78984,1320,40
78985,1900,40
78986,600,20
78987,500,15
78988,700,40
78989,800,40
78993,5000,48
78994,4000,25
78996,8000,40
78997,4000,20
79001,1320,50
79003,1860,50
79005,1500,44
79006,1320,44
79007,2000,44
79010,800,24
79012,1770,0
79014,500,40
79015,800,40
79018,5600,20
79019,1350,20
79028,200,8
79030,800,44
79032,1320,30
79036,2600,44
79039,400,30
79041,2000,40
79043,4000,40
79048,4000,40
79050,1320,40
79062,1320,40
79078,1320,50
79080,600,10
79083,1320,40
79085,250,15
79087,200,0
79093,400,48
79094,500,25
79095,160,20
79100,300,40
79105,1800,44
79107,2000,44
79108,2000,44
79109,1300,40
79110,3000,20
79112,2500,20
79113,400,20
79117,1500,44
79118,4000,40
79119,3500,40
79122,1320,40
79123,1320,48
79126,1600,20
79127,1500,40
79128,1400,40
79129,7000,52
79130,1320,48
79131,370,20
79133,1320,44
79134,3000,40
79137,1320,44
79138,250,30
79141,1450,44
79142,1450,44
79143,1450,44
79145,800,30
79146,600,35
79154,300,42
79158,280,44
79160,1000,45
79164,600,30
79166,300,30
79167,800,50
79169,700,50
79172,300,24
79174,200,14
79183,500,40
79189,350,30
79196,200,15
79202,500,20
79203,1320,30
79207,600,40
79208,600,30
79209,300,20
79210,500,40
79211,500,40
79214,800,48
79215,300,20
79216,650,44
79220,1320,40
79226,1320,44
79227,500,20
79228,400,20
79229,400,20
79230,400,20
79231,400,20
79232,300,40
79233,600,30
79242,600,40
79243,600,20
79244,800,40
79245,300,15
79247,800,20
79248,220,6
79251,500,18
79257,1300,40
79267,1000,43
79271,1700,44
79273,300,10
79274,1320,44
79276,1470,36
79277,2200,72
79281,300,6
79291,150,38
79294,0,20
79296,150,40
79299,1320,48
79302,0,16
79304,120,20
79310,1200,56
79314,150,30
79315,600,30
79317,0,20
79327,500,40
79330,1320,20
79331,1800,88
79338,1500,66
79350,3000,70
79353,300,20
79354,1950,40
79355,5550,20
79365,1755,40
79369,150,60
79372,500,40
79373,200,40
79375,1320,44
79386,0,20
79391,300,30
79392,600,30
79393,1320,44
79398,1600,30
79410,230,30
79412,4500,60
79417,1000,45
79423,1512,48
79424,1500,20
79427,200,20
79431,600,30
79436,2000,50
79438,400,35
79440,1320,45
79443,1400,45
79455,1320,35
79458,1320,40
79459,1320,40
79464,1320,45
79465,1320,42
79466,600,35
79468,1320,0
79471,2500,8
79480,60,8
79489,300,30
79492,300,50
79496,900,10
79497,1300,40
79505,500,40
79506,120,3
79507,400,40
79515,1320,40
79517,1200,40
79518,480,40
79523,0,20
79524,0,16
79527,0,16
79534,1320,40
79537,0,20
79538,0,16
79539,0,30
79540,0,8
79541,0,8
79545,500,20
79549,0,16
79554,0,16
79555,0,16
79562,0,20
79563,0,20
79566,0,16
79568,0,16
79569,0,16
79572,650,20
79575,1900,48
79576,1320,40
79579,700,84
79583,300,15
79589,2580,86
79590,80,10
79591,400,20
79593,1000,40
79594,1200,40
79599,840,32
79603,2000,50
79605,1320,30
79606,2000,10
79608,700,84
79610,1700,40
79611,1320,40
79614,2500,40
79615,1320,25
79620,300,42
79627,700,21
79631,600,35
79632,180,40
79636,780,35
79641,2000,36
79643,1200,40
79644,1000,20
79645,1320,40
79648,2000,40
79649,2800,40
79652,1400,48
79653,3800,40
79654,800,30
79657,1500,40
79661,2100,40
79664,1500,30
79666,2300,40
79667,2300,40
79691,1320,40
79694,2000,44
79695,1320,44
79697,1500,40
79698,1600,56
79701,1320,30
79702,1320,40
79703,1320,20
79704,1320,44
79709,700,40
79710,750,40
79711,700,40
79712,850,40
79713,450,24
79714,600,40
79719,1500,40
79720,600,40
79722,1320,40
79725,1000,44
79730,950,44
79731,1050,40
79732,930,60
79733,900,60
79741,500,20
79748,350,30
79755,1320,20
79757,200,40
79758,1320,0
79762,1320,50
79768,1000,30
79776,300,20
79777,250,20
79783,1320,44
79784,700,30
79790,1320,36
79791,1100,44
79795,1320,52
79796,1320,52
79798,1400,44
79799,5000,50
79800,2000,44
79812,700,44
79823,1500,40
79829,350,40
79832,600,40
79837,150,30
79840,300,44
79841,0,20
79842,500,20
79844,0,2
79845,700,44
79848,0,16
79850,0,24
79854,100,20
79855,60,25
79856,150,30
79860,400,35
79868,600,36
79873,350,50
79875,0,55
79878,500,30
79880,1200,40
79883,200,30
79888,3900,40
79890,600,21
79896,550,3
79901,200,30
79907,160,16
79911,3000,40
79912,1320,40
79914,0,20
79915,600,20
79916,600,20
79921,0,40
79926,500,40
79931,1320,40
79932,670,33
79933,500,24
79936,500,20
79937,1320,44
79943,600,25
79944,250,40
79952,250,40
79955,1320,48
79956,1320,48
79960,1500,28
79963,2500,40
79964,1320,32
79965,1200,32
79966,1320,40
79967,1320,40
79968,1320,40
79970,1320,40
79972,1320,40
79973,1800,40
79977,3000,40
79978,1000,20
79982,1320,40
79983,3000,36
79987,700,40
79988,400,40
80018,2920,40
80019,650,30
80022,1200,48
80023,800,40
80024,720,40
80027,3000,40
80028,3750,40
80031,24000,72
80033,6000,50
80034,3000,50
80036,1200,20
80037,1600,40
80038,1600,40
80043,1800,20
80045,3400,20
80070,1800,20
80074,1000,40
80076,800,20
80081,0,36
80082,0,36
80084,0,36
80085,800,40
80086,2800,36
80087,200,48
80088,1000,48
80089,1320,44
80091,3000,48
80095,1320,20
